起始城市	到达城市	公司			航班号	起飞时间戳		到达时间戳		价格	最大折扣	满载	当前人数		
石家庄	哈尔滨	中国南方航空(集团)公司	CZ6264	201711192215	201711190015	1859	0.2	120	113	
石家庄	合肥	中国国际航空公司		CA4958	201712301205	201712301330	2290	0.3	130	123	
石家庄	三亚	中国南方航空(集团)公司	CZ6271	201711281135	201711281530	2410	0.1	280	271	
石家庄	厦门	中国国际航空公司		CA4958	201711201205	201711201525	1910	0.1	160	150	
石家庄	上海	上海航空公司		FM5154	201711020810	201711020955	2252	0	150	144	
石家庄	上海	上海航空公司		FM5152	201712251850	201712252035	2914	0.5	150	143	
石家庄	深圳	中国南方航空(集团)公司	CZ3680	201712101600	201712101840	2648	0.5	200	196	
石家庄	乌鲁木齐	中国南方航空(集团)公司	CZ6954	201711181855	201711182300	2590	0.5	140	137	
石家庄	西安	中国南方航空(集团)公司	CZ6263	201712081805	201712081915	3096	0.15	140	133	
石家庄	长春	四川航空股份有限公司		3U8877	201711251050	201711251235	1711	0.5	230	220	
石家庄	郑州	四川航空股份有限公司		3U8880	201711181450	201711181540	2287	0.2	100	94	
汕头	北京	中国南方航空(集团)公司	CZ3861	201711191320	201711191615	1686	0.2	190	181	
汕头	北京	中国国际航空公司		CA1348	201712041550	201712041845	2012	0.4	120	112	
汕头	成都	中国南方航空(集团)公司	CZ3865	201711031635	201711032010	3201	0.4	100	91	
汕头	重庆	中国南方航空(集团)公司	CZ3859	201712270820	201712271135	1816	0.4	120	116	
汕头	广州	中国南方航空(集团)公司	CZ3891	201712010750	201712010840	2285	0.5	300	295	
汕头	广州	中国南方航空(集团)公司	CZ3893	201712291000	201712291050	1540	0.5	130	127	
汕头	广州	中国南方航空(集团)公司	CZ3895	201712121200	201712121245	3302	0.1	160	155	
汕头	广州	中国南方航空(集团)公司	CZ3887	201711031430	201711031520	2091	0.2	280	274	
汕头	广州	中国南方航空(集团)公司	CZ3581	201711111625	201711111725	1531	0.08	230	227	
汕头	广州	中国南方航空(集团)公司	CZ3857	201711091800	201711091845	2392	0.4	250	247	
汕头	广州	中国南方航空(集团)公司	CZ3897	201711262050	201711262140	1345	0.4	170	163	
汕头	桂林	中国南方航空(集团)公司	CZ3859	201712010820	201712010945	2283	0.2	150	142	
汕头	昆明	中国南方航空(集团)公司	CZ3863	201711191640	201711192010	3176	0.1	200	191	
汕头	南昌	中国南方航空(集团)公司	CZ6875	201711081610	201711081730	2698	0.3	180	171	
汕头	南宁	中国南方航空(集团)公司	CZ3863	201712191640	201712191815	2592	0.5	290	283	
汕头	宁波	中国南方航空(集团)公司	CZ3855	201712150750	201712150920	1504	0.1	230	226	
汕头	青岛	中国南方航空(集团)公司	CZ3855	201711180750	201711181140	2255	0.4	270	261	
汕头	上海	中国南方航空(集团)公司	CZ3851	201712010920	201712011055	3034	0.5	240	231	
汕头	上海	上海航空公司		FM5356	201711281445	201711281630	1485	0.41	260	253	
汕头	上海	中国南方航空(集团)公司	CZ3853	201711052015	201711052200	3044	0	140	133	
汕头	武汉	中国南方航空(集团)公司	CZ3889	201711211540	201711211710	1509	0.3	280	270	
汕头	西安	中国南方航空(集团)公司	CZ3889	201711191540	201711191920	1474	0.3	200	192	
汕头	义乌	中国南方航空(集团)公司	CZ3881	201712070830	201712070945	2571	0.4	210	201	
汕头	长沙	中国南方航空(集团)公司	CZ3865	201712201635	201712201805	3012	0.21	180	175	
汕头	郑州	中国南方航空(集团)公司	CZ6875	201712111610	201712111940	2129	0.4	200	195	
思茅	昆明	海航集团祥鹏航空公司		8L9998	201712102120	201712102200	2546	0.4	280	277	
思茅	昆明	海航集团祥鹏航空公司		8L9998	201711082120	201711082200	2853	0.3	100	90	
三亚	北海	鹰联航空公司		EU2720	201712101600	201712101700	2912	0.38	300	291	
三亚	北京	上海航空公司		FM2278	201711231230	201711231545	2084	0.3	200	192	
三亚	北京	上海航空公司		FM2282	201711261955	201711262305	2934	0.1	300	296	
三亚	北京	中国南方航空(集团)公司	CZ6711	201712270820	201712271210	2879	0.3	220	213	
三亚	北京	中国国际航空公司		CA1370	201712271310	201712271630	2885	0.1	210	200	
三亚	北京	中国南方航空(集团)公司	CZ6717	201711231350	201711231800	1189	0.1	110	101	
三亚	北京	中国南方航空(集团)公司	CZ6715	201712101810	201712102200	2614	0.2	220	216	
三亚	北京	中国南方航空(集团)公司	CZ6713	201711281950	201711282340	2572	0.2	240	237	
三亚	北京	中国国际航空公司		CA1346	201711112025	201711112355	2405	0	150	141	
三亚	成都	四川航空股份有限公司		3U8758	201712012140	201712010005	3021	0.4	130	120	
三亚	成都	四川航空股份有限公司		3U8756	201712272240	201712270105	1683	0.1	170	162	
三亚	成都	中国国际航空公司		CA4376	201712162320	201712160155	1728	0.2	230	221	
三亚	成都	鹰联航空公司		EU2212	201712182330	201712180140	2314	0.48	190	183	
三亚	重庆	中国南方航空(集团)公司	CZ8112	201712012100	201712012300	1764	0.22	190	185	
三亚	重庆	四川航空股份有限公司		3U8716	201712262200	201712260005	2768	0.1	100	90	
三亚	大连	中国南方航空(集团)公司	CZ6725	201711300920	201711301325	1938	0.2	160	156	
三亚	大连	中国南方航空(集团)公司	CZ6900	201711021525	201711022105	3312	0.3	200	196	
三亚	大庆	中国南方航空(集团)公司	CZ6725	201712180920	201712181555	3423	0.2	260	256	
三亚	丹东	中国南方航空(集团)公司	CZ6755	201711020745	201711021520	2359	0.2	130	127	
三亚	福州	中国国际航空公司		CA1178	201711011320	201711011515	3053	0	260	253	
三亚	广州	中国南方航空(集团)公司	CZ6731	201711220700	201711220820	2240	0.2	140	134	
三亚	广州	中国南方航空(集团)公司	CZ6733	201711110905	201711111020	3435	0.2	210	205	
三亚	广州	中国南方航空(集团)公司	CZ6747	201711221000	201711221120	3258	0.08	200	197	
三亚	广州	中国南方航空(集团)公司	CZ6737	201711161300	201711161420	3078	0.1	280	270	
三亚	广州	中国南方航空(集团)公司	CZ6735	201711301535	201711301655	3013	0.1	220	210	
三亚	广州	中国南方航空(集团)公司	CZ6739	201711101700	201711101825	2531	0.3	200	193	
三亚	广州	中国南方航空(集团)公司	CZ6745	201711011910	201711012030	3540	0.1	260	253	
三亚	广州	中国南方航空(集团)公司	CZ6741	201712232110	201712232225	3541	0.4	140	130	
三亚	广州	中国南方航空(集团)公司	CZ6743	201711112145	201711112305	2116	0.5	110	100	
三亚	贵阳	四川航空股份有限公司		3U8727	201712070805	201712070950	2647	0.3	270	266	
三亚	桂林	中国南方航空(集团)公司	CZ6400	201711080800	201711080930	2123	0.5	290	281	
三亚	哈尔滨	中国南方航空(集团)公司	CZ6761	201712230720	201712231500	2100	0.2	180	172	
三亚	哈尔滨	中国南方航空(集团)公司	CZ3735	201712030800	201712031450	2946	0.39	180	174	
三亚	哈尔滨	四川航空股份有限公司		3U8825	201712150900	201712151515	3003	0	280	276	
三亚	哈尔滨	中国南方航空(集团)公司	CZ6359	201712131000	201712131600	3176	0.4	120	113	
三亚	哈尔滨	中国南方航空(集团)公司	CZ6272	201711231620	201711232240	2666	0.3	220	217	
三亚	哈尔滨	中国南方航空(集团)公司	CZ6278	201712171630	201712172240	2146	0.1	210	206	
三亚	杭州	中国南方航空(集团)公司	CZ6757	201712130800	201712131155	2166	0.5	220	211	
三亚	杭州	中国南方航空(集团)公司	CZ3639	201711201200	201711201605	1900	0.2	280	272	
三亚	杭州	中国南方航空(集团)公司	CZ6759	201712281210	201712281500	3141	0.3	180	173	
三亚	杭州	鹰联航空公司		EU2208	201712161515	201712161755	3197	0.1	100	96	
三亚	杭州	中国南方航空(集团)公司	CZ6900	201712301525	201712301810	1871	0	140	135	
三亚	杭州	中国南方航空(集团)公司	CZ6484	201711281530	201711281825	1316	0.05	120	112	
三亚	杭州	中国国际航空公司		CA1784	201711232110	201711232350	2311	0.2	150	143	
三亚	济南	中国国际航空公司		CA1178	201711011320	201711011800	1788	0.4	170	164	
三亚	济南	中国国际航空公司		CA4950	201711302240	201711300145	3322	0.4	240	235	
三亚	昆明	海航集团祥鹏航空公司		8L9982	201711271630	201711271830	1855	0	170	163	
三亚	兰州	四川航空股份有限公司		3U8791	201711120810	201711121130	3365	0.02	220	211	
三亚	宁波	中国南方航空(集团)公司	CZ6761	201712160720	201712161010	2154	0.4	280	276	
三亚	青岛	中国国际航空公司		CA4616	201712071505	201712072010	3645	0.3	190	183	
三亚	青岛	中国国际航空公司		CA4832	201710311545	201710312050	1667	0.2	150	146	
三亚	厦门	中国国际航空公司		CA4832	201712081545	201712081745	3332	0.4	280	272	
三亚	上海	中国南方航空(集团)公司	CZ3835	201711151430	201711151700	2328	0.4	100	96	
三亚	上海	中国南方航空(集团)公司	CZ6755	201712170745	201712171210	2859	0.5	140	133	
三亚	上海	中国南方航空(集团)公司	CZ6751	201712080745	201712081210	1836	0	200	191	
三亚	上海	中国南方航空(集团)公司	CZ6753	201712020900	201712021145	3375	0.5	290	285	
三亚	上海	中国南方航空(集团)公司	CZ6781	201711251710	201711251955	2520	0.2	270	267	
三亚	深圳	中国南方航空(集团)公司	CZ6755	201712200745	201712200900	1851	0.05	170	167	
三亚	深圳	中国南方航空(集团)公司	CZ6751	201712160745	201712160900	1743	0	180	176	
三亚	深圳	中国南方航空(集团)公司	CZ6757	201712020800	201712020910	1353	0.4	280	275	
三亚	深圳	中国南方航空(集团)公司	CZ6704	201712281040	201712281155	2948	0.2	170	163	
三亚	沈阳	中国南方航空(集团)公司	CZ6761	201712240720	201712241310	2804	0.4	240	237	
三亚	沈阳	中国南方航空(集团)公司	CZ6484	201712081530	201712082130	2645	0.39	270	266	
三亚	沈阳	中国南方航空(集团)公司	CZ6478	201712041730	201712042300	2314	0.2	230	227	
三亚	石家庄	中国南方航空(集团)公司	CZ6272	201712211620	201712212010	2806	0.41	150	140	
三亚	太原	中国南方航空(集团)公司	CZ6759	201712281210	201712281815	2824	0.2	160	151	
三亚	太原	中国南方航空(集团)公司	CZ6984	201712111645	201712112000	2598	0.3	270	266	
三亚	天津	奥凯航空			BK2832	201711291900	201711292340	3157	0.43	270	264	
三亚	天津	奥凯航空			BK2828	201711132245	201711130155	2782	0.3	280	272	
三亚	温州	四川航空股份有限公司		3U8825	201711090900	201711091120	3412	0.2	140	133	
三亚	乌鲁木齐	四川航空股份有限公司		3U8791	201712200810	201712201500	2397	0.4	180	170	
三亚	乌鲁木齐	中国南方航空(集团)公司	CZ6988	201712070900	201712071620	2997	0.4	290	282	
三亚	乌鲁木齐	中国南方航空(集团)公司	CZ6984	201711281645	201711280015	3338	0.4	170	166	
三亚	武汉	中国南方航空(集团)公司	CZ6278	201711131630	201711131850	2484	0.41	250	246	
三亚	武汉	中国南方航空(集团)公司	CZ6608	201711252355	201711250155	3380	0.2	130	127	
三亚	西安	中国南方航空(集团)公司	CZ6988	201712270900	201712271205	3205	0.5	220	216	
三亚	长春	中国南方航空(集团)公司	CZ6466	201711071450	201711072030	2617	0.3	280	274	
三亚	长沙	中国南方航空(集团)公司	CZ6846	201711250830	201711251130	1998	0.4	290	283	
三亚	长沙	中国南方航空(集团)公司	CZ3639	201712291200	201712291400	3139	0	230	220	
三亚	长沙	中国南方航空(集团)公司	CZ6466	201711061450	201711061645	2056	0.4	270	262	
三亚	郑州	中国南方航空(集团)公司	CZ6400	201712210800	201712211200	1751	0.3	250	242	
三亚	郑州	中国南方航空(集团)公司	CZ6359	201712061000	201712061250	2293	0.12	190	181	
三亚	郑州	中国国际航空公司		CA4616	201711061505	201711061805	2726	0.4	220	217	
三亚	珠海	中国南方航空(集团)公司	CZ6846	201711180830	201711180930	2795	0.15	190	182	
三亚	珠海	奥凯航空			BK2832	201712261900	201712262000	2700	0.4	130	122	
深圳	北京	中国南方航空(集团)公司	CZ3151	201711290830	201711291125	1879	0.4	210	201	
深圳	北京	中国国际航空公司		CA1306	201710310910	201710311200	2516	0.5	100	93	
深圳	北京	中国国际航空公司		CA1308	201710311100	201710311400	2001	0.3	230	220	
深圳	北京	中国南方航空(集团)公司	CZ3159	201712091130	201712091430	2205	0.1	120	110	
深圳	北京	中国国际航空公司		CA1338	201712101305	201712101600	1605	0.2	150	144	
深圳	北京	中国国际航空公司		CA1368	201711011405	201711011700	2748	0.3	210	202	
深圳	北京	中国南方航空(集团)公司	CZ3189	201711201530	201711201830	1907	0.07	220	214	
深圳	北京	中国国际航空公司		CA1314	201712061555	201712061900	2544	0.3	220	214	
深圳	北京	中国南方航空(集团)公司	CZ3191	201712101730	201712102030	1724	0.4	250	247	
深圳	北京	中国国际航空公司		CA1398	201712241905	201712242200	2328	0.3	230	227	
深圳	北京	中国南方航空(集团)公司	CZ3155	201711271930	201711272230	3484	0.2	120	115	
深圳	北京	中国国际航空公司		CA1358	201712052000	201712052300	2883	0.1	260	250	
深圳	常德	中国南方航空(集团)公司	CZ2511	201712091600	201712091715	1719	0.5	250	241	
深圳	成都	中国南方航空(集团)公司	CZ3457	201712080805	201712081020	3026	0.5	100	93	
深圳	成都	中国国际航空公司		CA4330	201712010840	201712011055	1922	0.42	270	265	
深圳	成都	四川航空股份有限公司		3U8702	201711171025	201711171245	2387	0.3	280	275	
深圳	成都	中国国际航空公司		CA4338	201712081110	201712081320	2620	0.09	260	251	
深圳	成都	鹰联航空公司		EU2218	201711231200	201711231425	1470	0.4	300	292	
深圳	成都	四川航空股份有限公司		3U9218	201711051200	201711051425	2626	0.1	110	105	
深圳	成都	中国南方航空(集团)公司	CZ3453	201712301250	201712301515	1523	0	290	285	
深圳	成都	中国国际航空公司		CA4326	201711121300	201711121520	1497	0.1	120	116	
深圳	成都	中国国际航空公司		CA4314	201712231555	201712231835	2089	0.2	300	290	
深圳	成都	四川航空股份有限公司		3U8704	201712271630	201712271900	3787	0.4	260	250	
深圳	成都	中国南方航空(集团)公司	CZ3433	201712101840	201712102055	2449	0.1	170	165	
深圳	成都	四川航空股份有限公司		3U8706	201711181945	201711182210	2194	0.25	230	225	
深圳	成都	中国国际航空公司		CA4312	201712202055	201712202325	2775	0.2	250	246	
深圳	成都	鹰联航空公司		EU2202	201711032125	201711030040	2454	0.2	170	161	
深圳	成都	四川航空股份有限公司		3U9202	201712032125	201712030040	2141	0.5	220	210	
深圳	重庆	中国南方航空(集团)公司	CZ3465	201711190835	201711191045	2686	0	250	242	
深圳	重庆	中国国际航空公司		CA4370	201710311025	201710311230	3181	0.4	150	141	
深圳	重庆	四川航空股份有限公司		3U8782	201712281035	201712281230	2883	0.1	290	286	
深圳	重庆	中国国际航空公司		CA4344	201712051150	201712051345	1772	0.3	130	124	
深圳	重庆	中国南方航空(集团)公司	CZ3455	201711261415	201711261610	1608	0.1	100	93	
深圳	重庆	四川航空股份有限公司		3U8784	201712251550	201712251800	2725	0.31	210	202	
深圳	重庆	中国南方航空(集团)公司	CZ3317	201712151835	201712152025	2700	0	110	104	
深圳	重庆	中国国际航空公司		CA4346	201711122215	201711120010	2246	0.4	260	251	
深圳	重庆	四川航空股份有限公司		3U8788	201711192220	201711190010	1984	0.5	120	115	
深圳	达县	中国国际航空公司		CA4365	201712111710	201712111900	3025	0.2	180	174	
深圳	大连	中国南方航空(集团)公司	CZ6326	201712251350	201712251825	3050	0.2	150	147	
深圳	大连	中国南方航空(集团)公司	CZ6328	201712201905	201712202330	3505	0.2	290	281	
深圳	丹东	中国南方航空(集团)公司	CZ6755	201712251010	201712251520	1552	0.2	120	111	
深圳	鄂尔多斯	中国南方航空(集团)公司	CZ6989	201711111310	201711111750	1746	0.24	160	155	
深圳	福州	中国南方航空(集团)公司	CZ3577	201712071400	201712071505	2634	0.3	200	190	
深圳	赣州	中国南方航空(集团)公司	CZ3227	201711190810	201711190910	3019	0.1	190	184	
深圳	贵阳	中国南方航空(集团)公司	CZ3435	201712221200	201712221340	1546	0	290	283	
深圳	贵阳	中国南方航空(集团)公司	CZ3668	201711031820	201711032000	3005	0.1	120	116	
深圳	贵阳	中国国际航空公司		CA4368	201712161915	201712162100	2440	0.1	180	172	
深圳	桂林	中国南方航空(集团)公司	CZ3240	201711141100	201711141200	3146	0.1	140	133	
深圳	桂林	中国南方航空(集团)公司	CZ3951	201712012015	201712012115	1964	0.1	140	131	
深圳	哈尔滨	中国南方航空(集团)公司	CZ6212	201711030830	201711031425	3489	0.3	260	255	
深圳	哈尔滨	中国南方航空(集团)公司	CZ3675	201711190920	201711191415	2247	0.4	240	237	
深圳	哈尔滨	中国南方航空(集团)公司	CZ6310	201712111555	201712112110	3292	0.3	130	121	
深圳	哈尔滨	中国南方航空(集团)公司	CZ3744	201711191715	201711192230	3336	0.42	210	206	
深圳	海口	中国南方航空(集团)公司	CZ2509	201711110750	201711110850	3924	0.4	280	273	
深圳	海口	中国国际航空公司		CA1185	201712191140	201712191240	2332	0.2	200	192	
深圳	海口	中国南方航空(集团)公司	CZ3955	201712022120	201712022225	1466	0.3	250	245	
深圳	杭州	中国南方航空(集团)公司	CZ3569	201712300855	201712301045	1685	0.33	290	281	
深圳	杭州	中国南方航空(集团)公司	CZ6757	201712250950	201712251155	2891	0.3	300	297	
深圳	杭州	中国国际航空公司		CA1732	201711161105	201711161255	3158	0.4	100	91	
深圳	杭州	中国南方航空(集团)公司	CZ3797	201712171210	201712171355	1868	0.4	110	104	
深圳	杭州	中国南方航空(集团)公司	CZ3555	201711201435	201711201615	2726	0.1	250	243	
深圳	杭州	中国国际航空公司		CA1734	201712231645	201712231845	2185	0.5	190	187	
深圳	杭州	中国南方航空(集团)公司	CZ3563	201712141735	201712141925	2499	0.2	300	297	
深圳	杭州	中国南方航空(集团)公司	CZ6328	201712161905	201712162040	2593	0.1	130	124	
深圳	杭州	中国国际航空公司		CA1736	201711191920	201711192125	2331	0.2	110	100	
深圳	杭州	中国国际航空公司		CA4690	201711292050	201711292230	1292	0	130	127	
深圳	杭州	中国国际航空公司		CA1738	201711242235	201711240015	3223	0.3	180	172	
深圳	合肥	中国南方航空(集团)公司	CZ3565	201711210820	201711211005	3244	0.5	130	122	
深圳	合肥	中国南方航空(集团)公司	CZ3675	201711260920	201711261100	2306	0.4	130	121	
深圳	济南	中国国际航空公司		CA1186	201712261510	201712261735	1994	0.4	240	237	
深圳	济南	中国国际航空公司		CA1190	201710312045	201710312305	1930	0.2	160	154	
深圳	晋江	中国南方航空(集团)公司	CZ3833	201711051805	201711051855	2602	0.5	270	262	
深圳	晋江	中国南方航空(集团)公司	CZ3833	201711021805	201711021855	2082	0.1	170	161	
深圳	晋江	中国南方航空(集团)公司	CZ3833	201712081805	201712081855	2397	0.2	230	221	
深圳	昆明	中国南方航空(集团)公司	CZ3715	201711080900	201711081055	1398	0.2	240	234	
深圳	昆明	中国南方航空(集团)公司	CZ3459	201711280900	201711281055	2849	0.1	160	154	
深圳	昆明	中国南方航空(集团)公司	CZ3451	201712151415	201712151615	2453	0.04	230	222	
深圳	昆明	中国国际航空公司		CA4374	201712092135	201712092335	2392	0.16	230	226	
深圳	丽江	中国南方航空(集团)公司	CZ3715	201712010900	201712011235	2223	0.5	150	141	
深圳	丽江	中国南方航空(集团)公司	CZ3451	201711281415	201711281805	2123	0.07	100	90	
深圳	连云港	中国南方航空(集团)公司	CZ6701	201712231230	201712231625	3116	0.2	160	150	
深圳	临沂	中国南方航空(集团)公司	CZ3315	201712281230	201712281630	2683	0.2	110	104	
深圳	柳州	鹰联航空公司		EU2202	201712292125	201712292220	2908	0.3	280	276	
深圳	柳州	四川航空股份有限公司		3U9202	201712122125	201712122220	2165	0.2	200	193	
深圳	洛阳	中国南方航空(集团)公司	CZ3357	201711091930	201711092130	3534	0.4	240	236	
深圳	南昌	中国南方航空(集团)公司	CZ3583	201712070800	201712070925	2467	0.1	150	141	
深圳	南京	中国南方航空(集团)公司	CZ3559	201712250915	201712251110	1873	0.39	130	120	
深圳	南京	中国南方航空(集团)公司	CZ3827	201711111845	201711112045	2307	0	170	162	
深圳	南宁	中国南方航空(集团)公司	CZ3274	201712080805	201712080910	2507	0.3	280	271	
深圳	南阳	中国南方航空(集团)公司	CZ3920	201711221350	201711221550	3063	0.17	160	154	
深圳	宁波	中国南方航空(集团)公司	CZ6701	201711171230	201711171425	1966	0	160	157	
深圳	宁波	中国南方航空(集团)公司	CZ6326	201712031350	201712031545	2495	0.2	120	117	
深圳	青岛	中国国际航空公司		CA4732	201711111320	201711111720	1675	0.33	130	121	
深圳	青岛	中国南方航空(集团)公司	CZ6312	201712251425	201712251735	1194	0.1	160	156	
深圳	青岛	中国南方航空(集团)公司	CZ6358	201711101545	201711101850	3157	0.4	220	215	
深圳	青岛	中国国际航空公司		CA4682	201712142025	201712142305	3203	0.2	180	173	
深圳	青岛	中国国际航空公司		CA4690	201711212050	201711210045	3548	0.3	260	253	
深圳	三亚	中国南方航空(集团)公司	CZ6703	201712150830	201712150950	2655	0.3	270	261	
深圳	三亚	中国南方航空(集团)公司	CZ6758	201712031610	201712031730	3258	0.1	300	295	
深圳	三亚	中国南方航空(集团)公司	CZ6752	201711271625	201711271745	2554	0.1	210	201	
深圳	三亚	中国南方航空(集团)公司	CZ6756	201711262225	201711262330	2812	0.5	220	210	
深圳	厦门	中国南方航空(集团)公司	CZ3549	201712300905	201712300955	2027	0.3	140	133	
深圳	厦门	中国南方航空(集团)公司	CZ3876	201712131410	201712131510	2125	0.2	280	272	
深圳	厦门	中国南方航空(集团)公司	CZ3567	201711141915	201711142030	1300	0	130	123	
深圳	上海	中国南方航空(集团)公司	CZ3553	201712140900	201712141105	3175	0.4	140	136	
深圳	上海	上海航空公司		FM5346	201712091030	201712091225	3382	0.41	200	195	
深圳	上海	中国南方航空(集团)公司	CZ3561	201711051300	201711051500	2888	0.4	190	185	
深圳	上海	上海航空公司		FM5324	201711121330	201711121530	2231	0.2	250	247	
深圳	上海	上海航空公司		FM5336	201712121430	201712121630	2669	0.3	280	273	
深圳	上海	上海航空公司		FM5328	201712171630	201712171830	2421	0.2	290	283	
深圳	上海	中国南方航空(集团)公司	CZ3587	201711171700	201711171915	2871	0.08	290	283	
深圳	上海	中国南方航空(集团)公司	CZ3589	201712281900	201712282100	3790	0.3	100	96	
深圳	上海	上海航空公司		FM5330	201712251930	201712252130	1592	0.3	150	147	
深圳	上海	中国南方航空(集团)公司	CZ3575	201712292005	201712292200	2785	0.4	300	297	
深圳	上海	上海航空公司		FM5332	201711012030	201711012230	2507	0.2	170	163	
深圳	上海	上海航空公司		FM5334	201711082130	201711082330	1818	0	210	202	
深圳	上海	上海航空公司		FM5344	201711270810	201711271010	3318	0.2	240	236	
深圳	上海	中国南方航空(集团)公司	CZ6751	201711070950	201711071210	2177	0.4	230	220	
深圳	上海	中国南方航空(集团)公司	CZ6755	201711081010	201711081210	3306	0.1	110	102	
深圳	上海	中国国际航空公司		CA919	201712171055	201712171320	2631	0.3	160	156	
深圳	上海	中国南方航空(集团)公司	CZ3831	201711291400	201711291610	2742	0.3	260	252	
深圳	上海	中国南方航空(集团)公司	CZ3551	201711051500	201711051700	1202	0.4	230	227	
深圳	上海	中国国际航空公司		CA1894	201711081830	201711082045	1402	0.3	150	140	
深圳	上海	中国国际航空公司		CA1361	201712112150	201712112345	1850	0.5	270	267	
深圳	沈阳	中国南方航空(集团)公司	CZ6312	201712061425	201712061940	2580	0.46	110	100	
深圳	沈阳	中国南方航空(集团)公司	CZ6310	201711131555	201711131920	2999	0.3	170	160	
深圳	沈阳	中国南方航空(集团)公司	CZ6304	201711161900	201711162230	1542	0.4	260	255	
深圳	石家庄	中国南方航空(集团)公司	CZ3679	201711151230	201711151510	2573	0.1	120	113	
深圳	太原	中国南方航空(集团)公司	CZ6212	201711200830	201711201110	2861	0.1	120	116	
深圳	天津	中国南方航空(集团)公司	CZ3721	201711271150	201711271505	2298	0.2	300	291	
深圳	天津	中国国际航空公司		CA1372	201711231600	201711231910	2066	0.3	180	176	
深圳	天津	中国国际航空公司		CA1320	201712281755	201712282115	2059	0.1	160	157	
深圳	温州	中国南方航空(集团)公司	CZ3315	201712131230	201712131410	1145	0.4	270	263	
深圳	温州	中国国际航空公司		CA4732	201711281320	201711281445	1999	0.3	150	145	
深圳	温州	中国南方航空(集团)公司	CZ3833	201711211805	201711212020	2757	0.1	220	215	
深圳	乌鲁木齐	中国南方航空(集团)公司	CZ3776	201712091625	201712092335	2720	0.17	230	225	
深圳	无锡	中国南方航空(集团)公司	CZ3209	201711111725	201711111940	3356	0.1	200	192	
深圳	梧州	中国南方航空(集团)公司	CZ6191	201712291215	201712291255	2509	0.2	200	193	
深圳	武汉	中国南方航空(集团)公司	CZ3953	201711110845	201711111035	1887	0	130	122	
深圳	武汉	中国国际航空公司		CA8234	201712211130	201712211310	3622	0.1	230	225	
深圳	武汉	中国南方航空(集团)公司	CZ6655	201711061430	201711061610	1337	0.4	140	135	
深圳	武汉	中国南方航空(集团)公司	CZ3356	201711171735	201711171910	2013	0.3	140	134	
深圳	西安	中国南方航空(集团)公司	CZ3213	201711220915	201711221145	1705	0.43	300	296	
深圳	西安	中国南方航空(集团)公司	CZ6989	201711261310	201711261540	2809	0	200	190	
深圳	西安	中国南方航空(集团)公司	CZ3225	201712161645	201712161905	2462	0.3	160	150	
深圳	烟台	中国国际航空公司		CA4846	201712181625	201712181920	3508	0.4	240	237	
深圳	义乌	中国南方航空(集团)公司	CZ3876	201711091410	201711091705	2502	0.4	220	210	
深圳	银川	中国南方航空(集团)公司	CZ3225	201712091645	201712092050	3397	0.2	210	203	
深圳	张家界	中国南方航空(集团)公司	CZ3991	201711192040	201711192210	2239	0.4	110	103	
深圳	长春	中国南方航空(集团)公司	CZ3721	201712101150	201712101710	2285	0.07	190	187	
深圳	长春	中国南方航空(集团)公司	CZ6358	201711011545	201711012125	1521	0.3	200	190	
深圳	长春	中国南方航空(集团)公司	CZ3677	201711191810	201711192250	2694	0.2	210	202	
深圳	长沙	中国南方航空(集团)公司	CZ3319	201711120745	201711120855	1948	0.1	270	265	
深圳	长沙	中国南方航空(集团)公司	CZ3390	201712081000	201712081105	2365	0.3	300	291	
深圳	长沙	中国南方航空(集团)公司	CZ3776	201712181625	201712181740	3198	0.3	100	90	
深圳	长沙	中国南方航空(集团)公司	CZ3744	201712071715	201712071825	2880	0.1	190	183	
深圳	长沙	中国南方航空(集团)公司	CZ3987	201712291910	201712292020	1069	0.42	290	287	
深圳	长沙	中国南方航空(集团)公司	CZ3997	201711172100	201711172200	2667	0.4	210	204	
深圳	郑州	中国南方航空(集团)公司	CZ3989	201711080840	201711081040	2672	0.4	290	280	
深圳	郑州	中国南方航空(集团)公司	CZ3974	201712172120	201712172320	2301	0.25	300	294	
青岛	北京	中国国际航空公司		CA4651	201712250750	201712250900	2977	0.3	290	282	
青岛	北京	中国国际航空公司		CA1526	201712050755	201712050920	2191	0.1	140	136	
青岛	北京	中国南方航空(集团)公司	CZ5195	201711020755	201711020855	2021	0.3	260	254	
青岛	北京	中国国际航空公司		CA1572	201711131000	201711131115	2363	0.2	300	295	
青岛	北京	中国国际航空公司		CA1560	201712061115	201712061230	2039	0.17	160	153	
青岛	北京	中国国际航空公司		CA4655	201711091320	201711091430	1847	0.3	120	117	
青岛	北京	中国国际航空公司		CA1570	201712191540	201712191700	2342	0.1	280	274	
青岛	北京	中国南方航空(集团)公司	CZ5193	201711261545	201711261700	3243	0.34	210	201	
青岛	北京	中国国际航空公司		CA4659	201711232000	201711232110	3053	0.2	190	185	
青岛	北京	中国国际航空公司		CA1576	201712022050	201712022205	2461	0.5	180	175	
青岛	北京	中国国际航空公司		CA1556	201712032110	201712032230	2972	0.2	110	104	
青岛	成都	中国国际航空公司		CA4512	201711151105	201711151340	2208	0.11	120	117	
青岛	成都	中国国际航空公司		CA4713	201712261810	201712262050	1464	0.21	290	283	
青岛	成都	四川航空股份有限公司		3U8916	201711131835	201711132135	3109	0.1	290	287	
